SQL_Statement,Char_Count,Word_Count,Query_Type,Tables,Table_Count,Join_Count,Aggregate,Nestedness_Level,Column_Count,Aggregate_Count,UDF_Count,Function_Count,Predicate_Count
SELECT  * FROM  [1123].[table_Table S14.csv],44,5,SELECT,['[1123].[TABLE_TABLE'],1,0,NO,0,1,0,0,0,0
"select [crystals?],  cleaved,  [Protein Code-1] from [xstal_tracker.csv] x left join proteins_cleaved_pdb p on (p.ssgcidid = x.[Protein Code-1]) where [Initial trials set up] < '08-01-2011' and cleaved is null",209,28,SELECT,"['PROTEINS_CLEAVED_PDB', '[XSTAL_TRACKER.CSV]']",2,1,NO,0,3,0,0,0,1
"SELECT chr as seqname, 'methratio' as source, 'CpG' as feature, pos as start, pos + 1 as [end], cast(ratio as float) as score, strand, '.' as frame, '.' as attribute",165,30,SELECT,[],0,0,NO,0,0,0,0,0,0
"select fullname,  conf_id,  organizer_type,  count(*) as c from [1143].tbl_organizer y group by fullname,  conf_id,  organizer_type having count(*) >= 2",152,19,SELECT,['[1143].TBL_ORGANIZER'],1,0,YES,0,4,1,0,1,1
SELECT  * FROM  [1123].[MgoTophat_coverage_CDS_summ_cv] Where cv > 1,68,8,SELECT,['[1123].[MGOTOPHAT_COVERAGE_CDS_SUMM_CV]'],1,0,NO,0,1,0,0,0,1
"SELECT CGI_ID, GOslim_bin, aspect FROM  [1123].[Cgigas-DEGlist-sql]deg left join [1123].[qDOD_Cgigas_GOslim_DISTINCT]sl on deg.baseMean=sl.CGI_ID where aspect like 'P'",167,15,SELECT,"['[1123].[CGIGAS', '[1123].[QDOD_CGIGAS_GOSLIM_DISTINCT]SL']",2,1,NO,0,3,0,0,0,1
SELECT  * FROM  [826].[PmUreaSigDEonly05pvaluecutoff.txt] urea inner join [826].[table_PmSistarveSigDEonly05pvaluecutoff.txt] Si on urea.Urea_TranscriptID = Si.Si_TranscriptID where Si.Si_logFC > 1 and urea.Urea_logFC > 1,221,21,SELECT,"['[826].[PMUREASIGDEONLY05PVALUECUTOFF.TXT]', '[826].[TABLE_PMSISTARVESIGDEONLY05PVALUECUTOFF.TXT]']",2,1,NO,0,1,0,0,0,1
"select s.ssgcidid,  s.uniprot,  ec.""EC Numbers"",  ec.""Database"" as ec_source,  s.annotation from [Unique_EC_mapped_to_UniProt] ec join [ssgcid_uniprot.csv] s on (s.uniprot = ec.accession)",187,19,SELECT,"['[SSGCID_UNIPROT.CSV]', '[UNIQUE_EC_MAPPED_TO_UNIPROT]']",2,1,NO,0,5,0,0,0,1
SELECT  count(*) FROM  [1079].[view_depth_breadth_per_view.csv] where depth = 0,79,8,SELECT,['[1079].[VIEW_DEPTH_BREADTH_PER_VIEW.CSV]'],1,0,YES,0,1,1,0,1,1
"select d.DtoA as bad_ones,  u.Container as SetNo,  u.Clone_name as uw_constructID,  u.nt_seq_uncleaved,  u.aa_seq_uncleaved from [table_DtoA_candidates.csv] d left join [table_qryUWExportConstructs.csv] u on (u.Clone_name = d.DtoA)",231,23,SELECT,"['[TABLE_QRYUWEXPORTCONSTRUCTS.CSV]', '[TABLE_DTOA_CANDIDATES.CSV]']",2,1,NO,0,5,0,0,0,1
"SELECT  InterproEntry,  InterproIdHits,  Interpro_desc_Ox FROM  [826].[PhatrInterproIdsHitCounts] JOIN  [826].[AllOxInterProIds.tab.txt] ON InterproId_Ox = InterproEntry order by InterproIdHits DESC",198,16,SELECT,"['[826].[ALLOXINTERPROIDS.TAB.TXT]', '[826].[PHATRINTERPROIDSHITCOUNTS]']",2,1,NO,0,3,0,0,0,1
select * from tiny_sample,25,4,SELECT,['TINY_SAMPLE'],1,0,NO,0,1,0,0,0,0
SELECT  COUNT(DISTINCT y) FROM  [354].[twitter_rv.6200000],58,5,SELECT,['[354].[TWITTER_RV.6200000]'],1,0,YES,0,1,1,0,1,0
"select * FROM  [1002].[Tokyo_0_optode.csv] o, [1002].[Tokyo_0_tsg.csv] t, [1002].[Tokyo_0_suna.csv] s WHERE  isnumeric(o.[long.dc]) = 1 AND  isnumeric(o.[lat.dc]) = 1 AND  isnumeric([X.NO3..uMol.L.]) = 1 AND  isnumeric([O2.Conc..uM.]) = 1 AND  o.date = t.date AND  o.date = s.date AND  t.date = s.date AND  o.time = t.time AND  o.time = s.time AND  t.time = s.time",364,49,SELECT,"['[1002].[TOKYO_0_OPTODE.CSV],[1002].[Tokyo_0_tsg.csv],[1002].[Tokyo_0_suna.csv]']",3,3,NO,0,1,0,0,0,10
"SELECT  dateadd(year,  i.n,  '1/1/2014') FROM  [1314howe].[thousand] i",70,7,SELECT,['[1314HOWE].[THOUSAND]'],1,0,NO,0,3,0,0,0,0
SELECT  * FROM  1385_queries where is_public = 1,48,8,SELECT,['1385_QUERIES'],1,0,NO,0,1,0,0,0,1
"select r.* ,  g.[Vessel label] ,  g.Address",43,7,SELECT,[],0,0,NO,0,0,0,0,0,0
Select * From [1123].[Gill_Done_2] Where Percent_Meth > 50 and Gil >10 and CG >10 and CDScount >3,97,17,SELECT,['[1123].[GILL_DONE_2]'],1,0,NO,0,1,0,0,0,4
"SELECT  [Saito_Id] ,  CASE WHEN [Identified Proteins] = '#N/A' THEN NULL ELSE [Identified Proteins] END AS [Identified Proteins] ,  CASE WHEN [Accession] = '#N/A' THEN NULL ELSE [Accession] END AS [Accession] ,  CASE WHEN [BLAST_NR ANNOTATION] = '#N/A' THEN NULL ELSE [BLAST_NR ANNOTATION] END AS [BLAST_NR ANNOTATION] ,  CASE WHEN [BLAST NR OR GANISM] = '#N/A' THEN NULL ELSE [BLAST NR OR GANISM] END AS [BLAST NR OR GANISM] ,  CASE WHEN [BLAST Microbial P col1] = '#N/A' THEN NULL ELSE [BLAST Microbial P col1] END AS [BLAST Microbial P col1] ,  CASE WHEN [BLAST Microbial P col2] = '#N/A' THEN NULL ELSE [BLAST Microbial P col2] END AS [BLAST Microbial P col2] ,  CASE WHEN CHARINDEX('kDa', [Molecular Weight]) = 0 THEN NULL ELSE SUBSTRING([Molecular Weight],  1,  CHARINDEX('kDa', [Molecular Weight])) END AS [Molecular Weight (kDa)] --  ,  CASE WHEN CHARINDEX('kDa', [Molecular Weight]) = 0 THEN NULL ELSE CAST(SUBSTRING([Molecular Weight],  1,  CHARINDEX('kDa', [Molecular Weight])) AS FLOAT) END AS [Molecular Weight (kDa)] ,  [(G13) S1-15m] ,  [(G14)-S1-40m] ,  [(G15)-S1-70m] ,  [(G10)-S4-45m] ,  [(G11)-S4-65m] ,  [(G2)-S8-33m] ,  [(G3)-S8-70m] ,  [(G6)-S6-15m] ,  [(G7)-S6-45m] FROM  [446].[table_Saito_GEOMICS1D_SubsurfaceProteins_withprelimcounts.csv]",1264,181,SELECT,['[446].[TABLE_SAITO_GEOMICS1D_SUBSURFACEPROTEINS_WITHPRELIMCOUNTS.CSV]'],1,0,NO,0,26,0,0,0,0
SELECT  * FROM  [826].[deFe_BH.csv] where logFC > 0 and BH < 0.0001,67,12,SELECT,['[826].[DEFE_BH.CSV]'],1,0,NO,0,1,0,0,0,2
SELECT  * FROM  [412].[sig qvalues OA and lowMS.txt] LEFT JOIN  [table_TJGR_Gene_SPID_evalue_Description.txt] ON [412].[sig qvalues OA and lowMS.txt].protein=[table_TJGR_Gene_SPID_evalue_Description.txt].[CGI Protein],217,18,SELECT,"['[412].[SIG', '[TABLE_TJGR_GENE_SPID_EVALUE_DESCRIPTION.TXT]']",2,1,NO,0,1,0,0,0,2
"SELECT CGI_ID, len(sequence)- len(REPLACE(sequence,  'C',  '')) as C, len(sequence)- len(REPLACE(sequence,  'G',  '')) as G, (len(sequence)- len(REPLACE(sequence,  'CG',  '')))/2 as CG, len(sequence)- len(REPLACE(sequence,  'CG',  ' ')) as CG",243,27,SELECT,[],0,0,NO,0,0,0,0,0,0
"SELECT  DISTINCT leftT.follower AS x,  rightT.followee AS z FROM  [1314howe].[twitter4M] leftT JOIN  [1314howe].[twitter4M] rightT ON leftT.followee=rightT.follower WHERE  leftT.follower=1000 ) joined",200,20,SELECT,['[1314HOWE].[TWITTER4M]'],1,1,NO,0,2,0,0,0,1
SELECT  top 5 * count(*) FROM  [1123].[TJGR_genomic_gene.txt] -- FROM  [1314howe].[corrected_TJGR_genomic_gene.txt] WHERE  gID LIKE '%\_%' AND  gID = 'CGI',155,18,SELECT,"['[1123].[TJGR_GENOMIC_GENE.TXT]', '[1314HOWE].[CORRECTED_TJGR_GENOMIC_GENE.TXT]']",2,0,YES,0,1,1,0,1,2
select * from [CRdb_requestors.csv] cr left join [CTTdb_Requestors.csv] ct on (ct.PI_name = cr.PI_name) order by ExternalRequestorID desc,137,17,SELECT,"['[CTTDB_REQUESTORS.CSV]', '[CRDB_REQUESTORS.CSV]']",2,1,NO,0,1,0,0,0,1
SELECT  * FROM [1123].[qDOD Cgigas Gene Descriptions (Swiss-prot)] Where description = 'Vitello_',97,12,SELECT,['[1123].[QDOD'],1,0,NO,0,1,0,0,0,1
WAITFOR  DELAY '00:00:55' SELECT  * FROM  [1318].[table_United States Wind Energy Potential.csv],96,11,WAITFOR,['[1318].[TABLE_UNITED'],1,0,NO,0,1,0,0,0,0
SELECT  * FROM  [1314howe].[upload_failing.csv],47,4,SELECT,['[1314HOWE].[UPLOAD_FAILING.CSV]'],1,0,NO,0,1,0,0,0,0
"SELECT  COUNT(t1.species) FROM  [354].[OR 3col_pos] t1 ,  [354].[OR 3col_pos] t2 WHERE  sqrt(power(t1.latitude-t2.latitude, 2)+power(t1.longitude-t2.longitude, 2)) < 0.000001 AND  t1.latitude is not null AND  t2.latitude is not null",232,26,SELECT,['[354].[OR'],1,1,YES,0,1,1,0,1,3
"select 1385,  count(*) from 1385_queries where 1=1 and (sql_code  like '%table_%' and sql_code not like '%AND %' and sql_code not like '%JOIN %') and is_public = 1",163,27,SELECT,['1385_QUERIES'],1,1,YES,0,2,1,0,1,5
select count(*) from [CTTdb_Requestors.csv] ct left outer join [CRdb_requestors.csv] cr on (ct.PI_name = cr.PI_name),116,14,SELECT,"['[CTTDB_REQUESTORS.CSV]', '[CRDB_REQUESTORS.CSV]']",2,1,YES,0,1,1,0,1,1
SELECT  COUNT(*) FROM  [1016].[freeway_loopdata],48,4,SELECT,['[1016].[FREEWAY_LOOPDATA]'],1,0,YES,0,1,1,0,1,0
SELECT  ALogP FROM  [1267].[table_h2_fragment_qsar.csv] ORDER BY  ALogP,71,7,SELECT,['[1267].[TABLE_H2_FRAGMENT_QSAR.CSV]'],1,0,NO,0,1,0,0,0,0
SELECT  * FROM  [412].[all sequenced proteins all treatments.txt] LEFT JOIN  [103B_230_01.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[103B_230_01.txt].proteinCG230_01 LEFT JOIN  [103B_230_02.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[103B_230_02.txt].proteinCG230_02 LEFT JOIN  [103B_230_03.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[103B_230_03.txt].proteinCG230_03,440,38,SELECT,"['[103B_230_03.TXT]', '[103B_230_01.TXT]', '[412].[ALL', '[103B_230_02.TXT]']",4,3,NO,0,1,0,0,0,3
SELECT  * FROM  [446].[table_P8-A.top1000.sorted.nr.tab] WHERE  [hit.description] LIKE '%urea%',95,8,SELECT,['[446].[TABLE_P8'],1,0,NO,0,1,0,0,0,1
SELECT  * FROM  [446].[LineP_CAMERA_annotation_full] protein WHERE  (protein.FUNCTION_1 LIKE '%Iron%' OR  protein.FUNCTION_1 LIKE '%ferr%' OR  protein.FUNCTION_1 LIKE '%Fe[^a-z]%' OR  protein.FUNCTION_2 LIKE '%iron%' OR  protein.FUNCTION_2 LIKE '%ferr%' OR  protein.FUNCTION_3 LIKE '%iron%' OR  protein.FUNCTION_3 LIKE '%ferr%'),328,33,SELECT,['[446].[LINEP_CAMERA_ANNOTATION_FULL]'],1,0,NO,0,1,0,0,0,7
"SELECT  [protein] AS [protein 70FL.3], [protein probability] AS [probability 70FL.3], [tot indep spectra] AS [tot spectra 70FL.3] FROM  [412].[table_interact-2015_May_26_Geoduck_65.prot.xls]",190,19,SELECT,['[412].[TABLE_INTERACT'],1,0,NO,0,3,0,0,0,0
SELECT  * FROM  [1267].[cph2_w_1.csv] ORDER BY  (Cast(GLU as float) / Cast(res_num as float)) DESC,98,14,SELECT,['[1267].[CPH2_W_1.CSV]'],1,0,NO,0,1,0,0,0,0
SELECT  * FROM  [1123].[BiGill_RNAseq_exon],43,4,SELECT,['[1123].[BIGILL_RNASEQ_EXON]'],1,0,NO,0,1,0,0,0,0
select * from g111,18,4,SELECT,['G111'],1,0,NO,0,1,0,0,0,0
"SELECT  maxflood.timestamp as max_flood_time ,  slackebb.timestamp as slack_ebb_time ,  maxebb.timestamp as max_ebb_time ,  slackflood.timestamp as slack_flood_time FROM  [1314howe].[Pile Point tide events labeled by tidal cycle] maxflood ,  [1314howe].[Pile Point tide events labeled by tidal cycle] slackebb ,  [1314howe].[Pile Point tide events labeled by tidal cycle] maxebb ,  [1314howe].[Pile Point tide events labeled by tidal cycle] slackflood WHERE  maxflood.current_intensity = 'Max Flood' AND  slackebb.current_intensity = '""Slack,  Ebb Begins""' AND  maxebb.current_intensity = 'Max Ebb' AND  slackflood.current_intensity = '""Slack,  Flood Begins""' AND  maxflood.tidal_cycle = slackebb.tidal_cycle AND  maxflood.tidal_cycle = maxebb.tidal_cycle AND  maxflood.tidal_cycle = slackflood.tidal_cycle",806,90,SELECT,['1314howe].[Pile Point tide events labeled by tidal cycle]'],1,3,NO,0,4,0,0,0,7
SELECT  * FROM  [1117].[OrcaMaster2010.csv] WHERE  Lat BETWEEN 48.2727 AND  48.2870,83,10,SELECT,['[1117].[ORCAMASTER2010.CSV]'],1,0,NO,0,1,0,0,0,1
"SELECT  s.time ,  t.timestamp FROM [1002].[sds.tab] s, [1002].[Tokyo_1_merged_data_time.csv] t ORDER BY  s.time",111,12,SELECT,['[1002].[SDS.TAB]'],1,1,NO,0,2,0,0,0,0
SELECT  1385name FROM  [718].[table_1385s_1.csv] WHERE  major = 'history',73,8,SELECT,['[718].[TABLE_1385S_1.CSV]'],1,0,NO,0,1,0,0,0,1
"SELECT  [score] FROM  [823].[CGbigill5x_asgff] WHERE  CAST([score] AS NUMERIC) < 0.25 WHERE  isnumeric(score) = 1 AND  CAST(score AS NUMERIC) < 0.25 WHERE  ISNUMERIC(score)=1 AND  CONVERT(NUMERIC, score) < 0.25 WHERE  isnumeric(score) <> 1 AND  score < 0.25 ORDER BY  score DESC",278,39,SELECT,['[823].[CGBIGILL5X_ASGFF]'],1,0,NO,0,1,0,0,0,3
SELECT  * FROM  [1199].[LoanStats3b_securev1.csv] where addr_state = 'WA',73,8,SELECT,['[1199].[LOANSTATS3B_SECUREV1.CSV]'],1,0,NO,0,1,0,0,0,1
"SELECT [protein] AS [protein10], [protein probability] AS [protein probability10], [percent coverage] AS [percent coverage10], [tot indep spectra] AS [tot indep spectra10], [peptides] AS [peptides10] FROM  [412].[table_Prophet_2014_Sept_08_BeringSea10.prot.xls] WHERE  [tot indep spectra]>1",290,30,SELECT,['[412].[TABLE_PROPHET_2014_SEPT_08_BERINGSEA10.PROT.XLS]'],1,0,NO,0,5,0,0,0,1
"SELECT  CAST(SUBSTRING(V2,  1,  23) as datetime) as [time],  V2,  V7 as attenuation FROM  [1059].[cstar.csv]",108,14,SELECT,['[1059].[CSTAR.CSV]'],1,0,NO,0,5,0,0,0,0
"SELECT  Column2 FROM  [1123].[BSoysterGENE] Where ""Sum mRNA"" > 50 and ""Percent mCpG (CDS)"" > 80 and ""Percent mCpG (Intron)"" < 20",128,21,SELECT,['[1123].[BSOYSTERGENE]'],1,0,NO,0,1,0,0,0,3
"SELECT  date,  time,  time_of_day_knots,  intensity,  rank() over (partition by date,  intensity order by time) FROM  [1052].[Discovery Island 2000-11.txt] x",157,19,SELECT,['[1052].[DISCOVERY'],1,0,NO,0,6,0,0,0,0
"SELECT  * FROM  [1123].[BiGoRNA_genetable_clc]clc left join [1123].[qDOD Cgigas Gene Descriptions (Swiss-prot)]sp on clc.[""Name""]=sp.CGI_ID",139,13,SELECT,"['[1123].[QDOD', '[1123].[BIGORNA_GENETABLE_CLC]CLC']",2,1,NO,0,1,0,0,0,1
SELECT  count(*) FROM  [1259].[ecoli_nogaps_1.csv],50,4,SELECT,['[1259].[ECOLI_NOGAPS_1.CSV]'],1,0,YES,0,1,1,0,1,0
"SELECT  TOP 1 * FROM  [354].[Dan's binning] a, [354].[Dan's binning]  b",71,11,SELECT,['[354].[DAN'],1,1,NO,0,1,0,0,0,0
"SELECT  'INSERT INTO PathwayGenusPdb (PathwayId, Genus, EnzymesInPdb) VALUES (''' + PathwayId + ''', ''' + Genus + ''', ' + CAST(EnzymesInPdb as varchar(4)) + ')' as Statement",175,27,SELECT,['PATHWAYGENUSPDB'],1,0,NO,0,0,0,0,0,0
SELECT  sum(BAR_amt) FROM  [1314howe].[ALL_Operations_Details.csv] WHERE  category_label = 'Salaries' -- or category_label = 'Benefits' AND  Description like 'Total Post-docs',175,18,SELECT,['[1314HOWE].[ALL_OPERATIONS_DETAILS.CSV]'],1,0,YES,0,1,1,0,1,3
SELECT  * FROM [187].[table_Matrix A.txt]  A full outer join [187].[table_Matrix B.txt] B on A.row_num = B.row_num and A.column_num  = b.column_num,147,20,SELECT,"[' [187].[table_Matrix A.txt],[187].[table_Matrix B.txt]]",2,1,NO,0,1,0,0,0,2
"SELECT  Distinct SightDate,  Month,  Day,  [Year] FROM  [1117].[OrcaMaster2010.csv] WHERE  [Year] BETWEEN 2006 AND  2010 AND  Pod <> 'Ts?'",138,18,SELECT,['[1117].[ORCAMASTER2010.CSV]'],1,0,NO,0,4,0,0,0,2
SELECT  * FROM    [1017].[DESeq2_join_spid.txt]deg left join [94].[Phel_clc_blastx_uniprot_sprot_sqlready_1.tab]eval on deg.Column1=eval.Column1 where Column21 = 'sp',166,13,SELECT,"['[94].[PHEL_CLC_BLASTX_UNIPROT_SPROT_SQLREADY_1.TAB]EVAL', '[1017].[DESEQ2_JOIN_SPID.TXT]DEG']",2,1,NO,0,1,0,0,0,1
SELECT  * FROM  [826].[PN_multiseries_ESTs_clust.vs.Fracy1FM2_SHOR TFOR M.tab.txt] hits left join [826].[table_Fracy1_ecpathwayinfo_FilteredModels2_SHOR TFOR M.tab.txt] annotate on hits.hit_id = annotate.proteinId,213,17,SELECT,"['[826].[TABLE_FRACY1_ECPATHWAYINFO_FILTEREDMODELS2_SHOR', '[826].[PN_MULTISERIES_ESTS_CLUST.VS.FRACY1FM2_SHOR']",2,1,NO,0,1,0,0,0,1
"SELECT  time,  pop,  lat,  long ,  flow,  bulk_red,  event_rate ,  salinity,  temperature,  evt,  opp,  n ,   fluorescence,  conc,  flag FROM  [1314howe].[stats.tab]",165,21,SELECT,['[1314HOWE].[STATS.TAB]'],1,0,NO,0,15,0,0,0,0
"SELECT  a.company_permalink,  a.company_name,  f.funding FROM  [372].[acqui_cleaned] a,  [372].[funding_cleaned] f where a.company_permalink = f.company_permalink",162,13,SELECT,"['[372].[ACQUI_CLEANED],[372].[funding_cleaned]']",2,0,NO,0,3,0,0,0,1
"SELECT  [VLP.mL] as VirusCount ,  [DAPI..cells.ml.] as BactCount FROM  [446].[Virus_Count_vs_Bact_Count]",104,10,SELECT,['[446].[VIRUS_COUNT_VS_BACT_COUNT]'],1,0,NO,0,2,0,0,0,0
"SELECT  a.[Depth..m.] ,  b.[Depth..m.] ,  b.[Station],  a.[Station],  a.[longitude..Decimal.deg.] ,  a.[Tot.Cu.nM.] ,  b.[Ammonia.oxidation.rate..nmol.l.1.d.1.] AS Ammonia_oxydation_rate_nmol FROM  [446].[V2_GEOMICS_Fe-Cu-Mn-Zn-Vedamati.csv] a ,  [446].[V2_Horak_GeoMICS data.csv] b WHERE a.[longitude..Decimal.deg.] = b.[longitude..Decimal.deg.] --AND  a.[Depth..m.] != b.[Depth..m.] AND  b.[Ammonia.oxidation.rate..nmol.l.1.d.1.] <> 'NA' ORDER BY  b.Station,  a.Station,  a.[Depth..m.],  b.[Depth..m.]",503,39,SELECT,"['[446].[V2_GEOMICS_Fe-Cu-Mn-Zn-Vedamati.csv],[446].[V2_Horak_GeoMICS data.csv]']",2,1,NO,0,7,0,0,0,3
"SELECT  * FROM  [1123].[AggCo Oyster Bisulfite mRNA and CDS] Where ""SUM mRNA"" > 100 and ""Percent mCpG (CDS)"" > 90",113,20,SELECT,['[1123].[AGGCO'],1,0,NO,0,1,0,0,0,2
SELECT  numSpecies FROM  [354].[tmpColumnNameTest],50,4,SELECT,['[354].[TMPCOLUMNNAMETEST]'],1,0,NO,0,1,0,0,0,0
"SELECT  row_number() over (order by [Total Fat] DESC) as row ,  * FROM  [1314howe].[categorized_fat_with_calories] c",116,15,SELECT,['[1314HOWE].[CATEGORIZED_FAT_WITH_CALORIES]'],1,0,NO,0,2,0,0,0,0
"SELECT  CAST([DMY] AS Date) AS [Date] ,  [DMY] + ' ' + [HMS] ,  [LAT] ,  [LON] ,  [CONDUCTIVITY] ,  [SALINITY] ,  [OCEAN.TEMP] ,  [BULK.RED] ,  [STREAM.PRESSURE] ,  [FILTER.PRESSURE] ,  [MACHINE.TEMP] ,  [Xaccel] ,  [Yaccel] ,  [Zaccel] ,  [MILLISECOND.TIMER] ,  [LASER.POWER] ,  [EVENT.RATE] ,  [FLOW.METER] ,  [position] ,  [CHL] ,  [LightTrans] ,  [acqError] ,  [D1D2] ,  [PAR] ,  [time] ,  [day] ,  [file] FROM  [1059].[sds2.tab]",433,65,SELECT,['[1059].[SDS2.TAB]'],1,0,NO,0,27,0,0,0,0
"SELECT  LEN([protein]) - LEN(REPLACE([protein],  ', ',  '')) + 1 FROM  [412].[A1 file 21 reduced]",97,14,SELECT,['[412].[A1'],1,0,NO,0,4,0,0,0,0
SELECT  * FROM  [1123].[Mgo_RNAseq_transcript],46,4,SELECT,['[1123].[MGO_RNASEQ_TRANSCRIPT]'],1,0,NO,0,1,0,0,0,0
select count(*) from [CRdb_requestors.csv] cr left join [CTTdb_Requestors.csv] ct on (ct.PI_name = cr.PI_name),110,13,SELECT,"['[CTTDB_REQUESTORS.CSV]', '[CRDB_REQUESTORS.CSV]']",2,1,YES,0,1,1,0,1,1
select distinct journal from article where journal like '%TODS%',64,9,SELECT,['ARTICLE'],1,0,NO,0,1,0,0,0,1
SELECT Len(sequence_gg) FROM  [1123].[TJGR_genomic_gene.txt] Where gID like '%CGI_10000001%',92,8,SELECT,['[1123].[TJGR_GENOMIC_GENE.TXT]'],1,0,NO,0,1,0,0,0,1
"select ecp.pathway_name,  se.genus,  count(ecp.ec_number) from [ssgcid_EC_map] se join [ec_pathway.csv] ecp on ecp.ec_number = se.""EC Numbers"" where ecp.pathway_name <> '' group by ecp.pathway_name,  se.genus",208,23,SELECT,"['[EC_PATHWAY.CSV]', '[SSGCID_EC_MAP]']",2,1,YES,0,3,1,0,1,1
"SELECT  DISTINCT CASE WHEN PATINDEX('%[0-9]%',  [protein]) = 1 -- first char is number AND  CHARINDEX(', ',  [protein]) = 0 AND  no comma present THEN [protein] ELSE SUBSTRING([protein], PATINDEX('%[0-9]%',  [protein]),  -- start at first number CHARINDEX(', ',  [protein])-PATINDEX('%[0-9]%',  [protein])) -- length END AS [protein A213] ,  [tot indep spectra] AS [tot spectra A213] FROM  [412].[A2_file13.txt]",411,54,SELECT,['[412].[A2_FILE13.TXT]'],1,0,NO,0,11,0,0,0,0
SELECT  distinct Protin FROM  [412].[allblast],46,5,SELECT,['[412].[ALLBLAST]'],1,0,NO,0,1,0,0,0,0
"SELECT  residues.pdb_id,  proteins.gaps,  residues.res_type,  residues.res_index,  residues.res_type ,  residues.res_type_sh,  residues.chain,  residues.res_surface_area,  residues.res_surface_area_ratio, residues.phi,  residues.psi,  residues.structure FROM  [1267].[H2_w_2.csv] residues FULL JOIN  [1267].[h2_w_1.csv] proteins ON proteins.pdb_id=residues.pdb_id WHERE  proteins.gaps = 0  AND  residues.pdb_id IS NOT NULL ORDER BY  residues.pdb_id",448,35,SELECT,"['[1267].[H2_W_2.CSV]', '[1267].[H2_W_1.CSV]']",2,1,NO,0,12,0,0,0,1
SELECT  * FROM  [1123].[OAMS_SkylineData.csv] WHERE  PrecursorCharge <3,71,7,SELECT,['[1123].[OAMS_SKYLINEDATA.CSV]'],1,0,NO,0,1,0,0,0,1
SELECT  * FROM  [1314howe].[uwsalaries.csv] WHERE  title like '%SOFTWARE%' order by sal desc,92,12,SELECT,['[1314HOWE].[UWSALARIES.CSV]'],1,0,NO,0,1,0,0,0,1
"select u.[ec numbers] as enzyme,  a.proteinssgcidid from report_anacor a join [uniprot_enzyme_map.csv] u on (u.accession = a.uniprot)",133,16,SELECT,"['REPORT_ANACOR', '[UNIPROT_ENZYME_MAP.CSV]']",2,1,NO,0,2,0,0,0,1
"WITH  Numbered AS (SELECT  [time] as [DateTime],  [LAT],  [LON],  ROW_NUMBER() OVER (ORDER BY  [Time] ASC) AS [Row] FROM  [1059].[STATS_VIEW]) ,  Paired AS (SELECT  a.[DateTime] AS [DateTime] ,  DATEDIFF(second,  a.[DateTime],  b.[DateTime]) AS [Elapsed (s)] ,  a.[LAT] AS [lat1deg] ,  a.[LON] AS [lon1deg] ,  b.[LAT] AS [lat2deg] ,  b.[LON] AS [lon2deg] ,  a.[LAT] * PI() / 180 AS [lat1] ,  b.[LAT] * PI() / 180  AS [lat2] ,  (a.[LAT] - b.[LAT]) * PI() / 180 AS [dlat] ,  (a.[LON] - b.[LON]) * PI() / 180 AS [dlon] FROM  Numbered a JOIN  Numbered b ON a.[Row]+1 = b.[Row]) ,  Trig AS (SELECT  * ,  POWER(SIN(dlat/2), 2) + POWER(SIN(dlon/2), 2) * COS(lat1) * COS(lat2) AS val FROM  Paired) ,  Distance AS (SELECT  * ,  6378100 * 2 * atn2(sqrt(val),  sqrt(1-val)) AS [Distance (m)] FROM  Trig) SELECT  * ,  [Distance (m)] / NULLIF([Elapsed (s)], 0) AS [Velocity (m/s)] FROM  Distance",882,145,WITH,"['[1059].[STATS_VIEW]', 'DISTANCE', 'NUMBERED']",3,1,NO,0,4,0,0,0,1
"SELECT  a.company_permalink,  a.company_name,  f.funding,  cast(replace(price_amount,  ', ',  '') as numeric) as price,  cast(replace(price_amount,  ', ',  '') as numeric) - funding as profit,  acquired_at,  acquirer_name FROM  [372].[acqui] a,  [372].[funding_cleaned] f where a.company_permalink = f.company_permalink and a.price_amount != '' and a.price_amount not like '%-%' and  a.price_currency_code = 'USD' order by cast(replace(price_amount,  ', ',  '') as numeric) - funding DESC",488,57,SELECT,"['[372].[ACQUI]',[372].[funding_cleaned]]",2,1,NO,0,13,0,0,0,4
SELECT  * FROM  [1123].[Phel_sig_normalized_exp]sig left join [1123].[Phel_clc_wID_info]des on sig.contig=des.Column1,117,9,SELECT,"['[1123].[PHEL_SIG_NORMALIZED_EXP]SIG]', '[1123].[PHEL_CLC_WID_INFO]DES']",2,1,NO,0,1,0,0,0,1
"select USER_NAME(p.grantee_principal_id) AS principal_name, dp.type_desc AS principal_type_desc, p.class_desc, OBJECT_NAME(p.major_id) AS object_name,  o.type, p.permission_name, p.state_desc AS permission_state_desc,  p.* from    sys.database_permissions p inner   JOIN  sys.database_principals dp on     p.grantee_principal_id = dp.principal_id inner   JOIN  sys.objects o on p.major_id = o.object_id WHERE  o.type = 'V' and dp.type_desc = 'SQL_USER'",452,44,SELECT,"['SYS.DATABASE_PERMISSIONS', 'SYS.OBJECTS', 'SYS.DATABASE_PRINCIPALS']",3,2,NO,0,8,0,0,0,2
